Run	Family	Languages	Tested	Accuracy
6	Tucanoan	18	3	100.0
7	Tucanoan	18	5	100.0
8	Tucanoan	18	5	100.0
9	Tucanoan	18	5	100.0
0	Tupian	33	4	100.0
1	Tupian	33	6	83.333
2	Tupian	33	6	100.0
3	Tupian	33	6	100.0
4	Tupian	33	7	100.0
5	Tupian	33	5	100.0
6	Tupian	33	9	100.0
7	Tupian	33	3	100.0
8	Tupian	33	6	100.0
9	Tupian	33	2	100.0
0	Nakh-Daghestanian	8	2	0.0
1	Nakh-Daghestanian	8	2	0.0
2	Nakh-Daghestanian	8	2	0.0
3	Nakh-Daghestanian	8	3	0.0
4	Nakh-Daghestanian	8	1	0.0
5	Nakh-Daghestanian	8	2	0.0
6	Nakh-Daghestanian	8	3	0.0
7	Nakh-Daghestanian	8	1	100.0
8	Nakh-Daghestanian	8	2	0.0
9	Nakh-Daghestanian	8	1	0.0
0	Chocoan	6	1	100.0
1	Chocoan	6	2	100.0
2	Chocoan	6	1	100.0
4	Chocoan	6	1	100.0
5	Chocoan	6	1	100.0
6	Chocoan	6	2	100.0
7	Chocoan	6	1	100.0
8	Chocoan	6	1	0.0
9	Chocoan	6	2	100.0
0	East Strickland	5	2	100.0
2	East Strickland	5	1	100.0
3	East Strickland	5	1	100.0
6	East Strickland	5	1	0.0
7	East Strickland	5	2	100.0
8	East Strickland	5	1	100.0
9	East Strickland	5	1	100.0
1	Guahiboan	5	2	100.0
2	Guahiboan	5	2	100.0
3	Guahiboan	5	3	33.333
4	Guahiboan	5	2	100.0
5	Guahiboan	5	2	50.0
6	Guahiboan	5	3	33.333
7	Guahiboan	5	1	100.0
8	Guahiboan	5	1	100.0
9	Guahiboan	5	2	100.0
1	Lower Sepik-Ramu	7	2	50.0
2	Lower Sepik-Ramu	7	1	0.0
3	Lower Sepik-Ramu	7	1	100.0
5	Lower Sepik-Ramu	7	2	0.0
6	Lower Sepik-Ramu	7	2	0.0
7	Lower Sepik-Ramu	7	2	100.0
9	Lower Sepik-Ramu	7	2	0.0
1	Kru	5	1	100.0
3	Kru	5	1	100.0
5	Kru	5	1	100.0
6	Kru	5	1	100.0
7	Kru	5	1	100.0
8	Kru	5	1	100.0
2	Koiarian	6	2	100.0
3	Koiarian	6	2	50.0
4	Koiarian	6	1	0.0
5	Koiarian	6	1	100.0
6	Koiarian	6	1	100.0
7	Koiarian	6	2	100.0
